96767.3427022237,81052.4187860152,9910.65830639724
97198.9832423793,82280.765378233,8455.74856864122
95620.5198484351,81672.254677895,10560.7059552013
100726.354526711,83214.0810166317,10692.9057789425
101220.120797255,87031.0601925626,9181.11377462256
99549.3640019758,82760.6595270333,8830.36762973625
99588.3825127425,88411.4013270005,9035.24268507528
95842.8185953281,83566.7883243877,10644.1565496508
101772,87384,8967.24064790268
101326.661362744,87120.6164202661,9067.43222129652
95736.4720208798,82232.4105243543,10447.4921159771
92978.7562794594,85598.438408817,8587.43347205124
96962.9901913986,83296.0267173661,8264.76669041034
102048.325906033,88606.7290594394,8605.61100838812
92127.5008495507,88929.6549631727,10703.1957221027
101885.925940698,87520.6112516461,8100
100507.408776554,84417.5924542714,10700.8495387563
95268.0568657823,82408.2891989053,9098.00627452686
96596.0792250757,86590.903929059,8893.23292677978
100934.57154548,86485.3257793947,8693.183640204
97166.7319115296,82249.4781366526,8100
96340.6874827319,83013.3397697868,8841.64310000448
102141.601940091,84333.6714635997,10914.5954113905
95725.1378286212,82990.196909649,8399.62676081736
98750.8182836942,86365.7479410433,9210.45507706482
